Apr 02 13:36:35.103 VTTY: Console port: waiting connection on tcp port 5007 for protocol IPv6 (FD 11)
Apr 02 13:36:35.103 VTTY: Console port: waiting connection on tcp port 5007 for protocol IPv4 (FD 12)
Apr 02 13:36:35.122 slot0: C/H/S settings = 0/4/32
Apr 02 13:36:35.123 slot1: C/H/S settings = 0/4/32
Apr 02 13:36:35.354 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60aa1da0,JIT on)
Apr 02 13:36:35.355 CPU0: CPU_STATE: Starting CPU (old state=2)...
Apr 02 13:36:35.523 ROM: Microcode has started.
Apr 02 13:36:35.527 ROM: trying to read bootvar 'WARM_REBOOT'
Apr 02 13:36:35.527 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a99108 (size=1)
Apr 02 13:36:35.528 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a9911c (size=1)
Apr 02 13:36:35.559 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6026e48c (size=2)
Apr 02 13:36:35.559 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60275d88 (size=2)
Apr 02 13:36:35.559 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x60275d98 (size=2)
Apr 02 13:36:35.559 ROM: unhandled syscall 0x00000047 at pc=0x60a9a89c (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Apr 02 13:36:35.816 ROM: trying to read bootvar 'RANDOM_NUM'
Apr 02 13:36:35.826 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x6028323c (size=2)
Apr 02 13:38:55.264 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:55.994 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:56.678 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:57.353 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:58.027 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:58.788 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:38:59.507 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:00.196 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:00.872 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:01.603 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:02.324 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:03.037 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:03.767 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:04.483 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:05.157 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:05.892 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:06.578 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:07.251 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:08.009 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:08.729 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:09.456 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:10.189 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:10.923 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:11.674 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:12.389 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:13.123 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:13.927 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:14.596 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:15.341 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:16.072 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:16.804 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:17.533 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:18.234 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:18.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:19.710 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:20.442 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:21.099 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:21.873 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:22.532 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:23.259 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:23.932 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:24.620 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:25.366 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:25.962 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:26.648 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:27.406 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:28.167 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:28.823 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:29.511 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:30.255 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:30.941 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:31.729 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:32.403 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:33.136 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:33.867 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:34.613 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:35.270 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:36.001 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:36.746 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:37.461 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:38.119 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:38.878 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:39.549 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:40.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:40.922 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:41.659 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:42.331 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:43.078 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:43.811 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:44.361 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:45.153 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:45.795 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:46.537 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:47.285 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:48.016 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:48.721 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:49.439 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:50.203 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:50.889 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:51.606 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:52.278 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:53.025 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:53.724 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:54.396 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:55.099 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:55.832 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:56.562 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:57.309 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:57.967 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:58.641 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:39:59.359 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:00.102 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:00.788 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:01.533 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:02.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:02.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:03.691 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:04.451 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:05.224 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:05.959 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:06.630 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:07.408 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:08.123 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:08.825 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:09.569 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:10.303 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:11.018 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:11.704 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:12.391 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:13.136 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:13.878 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:14.667 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:15.401 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:16.116 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:16.817 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:17.548 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:18.250 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:19.055 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:19.740 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:20.443 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:21.147 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:21.925 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:22.595 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:23.238 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:23.936 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:24.655 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:25.372 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:26.090 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:26.762 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:27.449 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:28.135 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:28.865 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:29.625 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:30.325 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:31.060 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:31.819 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:32.493 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:33.237 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:33.923 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:34.641 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:35.266 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:35.828 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:36.350 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:36.915 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:37.596 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:38.313 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:38.986 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:39.707 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:40.423 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:41.094 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:41.794 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:42.540 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:43.197 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:43.943 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:44.629 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:45.347 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:46.060 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:46.750 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:47.452 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:48.195 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:48.868 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:49.615 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:50.302 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:50.990 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:51.748 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:52.493 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:53.149 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:53.912 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:54.627 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:55.273 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:56.035 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:56.751 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:57.447 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:58.192 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:58.906 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:40:59.550 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:00.268 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:01.032 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:01.719 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:02.238 ROM: trying to set bootvar 'RANDOM_NUM=1341355551'
Apr 02 13:41:02.447 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:03.135 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:03.842 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:04.526 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:05.320 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:06.017 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:06.836 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:07.537 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:08.325 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:09.055 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:09.739 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:10.500 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:11.217 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:11.907 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:12.623 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:13.400 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:14.117 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:14.879 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:15.653 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:16.371 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:17.081 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:17.811 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:18.530 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:19.246 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:19.947 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:20.647 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:21.394 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:22.075 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
Apr 02 13:41:22.793 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x608173b0 (size=1)
